GENEID	GENENAME	GENEDESCRP	METABOLIC
YLR327C	TMA10	Translation Machinery Associated	NA
YIL137C	TMA108	Translation Machinery Associated	NA
YOR252W	TMA16	Translation Machinery Associated	NA
YDL110C	TMA17	Translation Machinery Associated	NA
YKL056C	TMA19	Translation Machinery Associated	NA
YER007C-A	TMA20	Translation Machinery Associated	NA
YJR014W	TMA22	Translation Machinery Associated	NA
YMR269W	TMA23	Translation Machinery Associated	NA
YOR091W	TMA46	Translation Machinery Associated	NA
YDR117C	TMA64	Translation Machinery Associated	NA
YLR262C-A	TMA7	Translation Machinery Associated	NA
YOR052C	TMC1	"Trivalent Metalloid sensitive, Cuz1-related protein"	NA
YDR107C	TMN2	TransMembrane Nine	NA
YER113C	TMN3	TransMembrane Nine	NA
YDR105C	TMS1		NA
YER175C	TMT1	Trans-aconitate MethylTransferase	Yeast7.6
YGR260W	TNA1	Transporter of Nicotinic Acid	Yeast7.6
YOR194C	TOA1		NA
YKL058W	TOA2		NA
YBL054W	TOD6	Twin Of Dot6p	NA
YNL273W	TOF1	TOpoisomerase I-interacting Factor	NA
YKR010C	TOF2	TOpoisomerase I-interacting Factor	NA
YER184C	TOG1	Transcriptional regulator of Oleate utilization Genes	NA
YJL171C	TOH1	TOS One Homolog	NA
YJL093C	TOK1		NA
YDR457W	TOM1	Temperature dependent Organization in Mitotic nucleus or Trigger Of Mitosis	NA
YGR082W	TOM20	Translocase of the Outer Mitochondrial membrane	NA
YNL131W	TOM22	Translocase of the Outer Mitochondrial membrane	NA
YMR203W	TOM40	Translocase of the Outer Mitochondrial membrane	NA
YPR133W-A	TOM5	Translocase of the Outer Mitochondrial membrane	NA
YOR045W	TOM6	Translocase of the Outer Mitochondrial membrane	NA
YNL070W	TOM7	Translocase of the Outer Mitochondrial membrane	NA
YNL121C	TOM70	Translocase of the Outer Mitochondrial membrane	NA
YHR117W	TOM71	Translocase of the Outer Mitochondrial membrane	NA
YOL006C	TOP1	TOPoisomerase	NA
YNL088W	TOP2	TOPoisomerase	NA
YLR234W	TOP3	TOPoisomerase	NA
YJR066W	TOR1	Target Of Rapamycin	NA
YKL203C	TOR2	Target Of Rapamycin	NA
YBR162C	TOS1	Target Of Sbf	NA
YGR221C	TOS2	Target Of Sbf	NA
YGL179C	TOS3	Target Of Sbf	NA
YLR183C	TOS4	Target Of Sbf	NA
YNL300W	TOS6		NA
YGL096W	TOS8	Target Of Sbf	NA
YER049W	TPA1	Termination and PolyAdenylation	NA
YGR096W	TPC1	Thiamine Pyrophosphate Carrier	Yeast7.6
YAL016W	TPD3	tRNA Processing Deficient	NA
YJL016W	TPH3	Twin PH domain-3	NA
YDR050C	TPI1	Triose-Phosphate Isomerase	Yeast7.6
YJL164C	TPK1	Takashi's Protein Kinase	NA
YPL203W	TPK2	Takashi's Protein Kinase	NA
YKL166C	TPK3	Takashi's Protein Kinase	NA
YNL079C	TPM1	TroPoMyosin	NA
YIL138C	TPM2	TroPoMyosin	NA
YGL186C	TPN1	Transport of PyridoxiNe	Yeast7.6
YLL028W	TPO1	Transporter of POlyamines	Yeast7.6
YGR138C	TPO2	Transporter of POlyamines	Yeast7.6
YPR156C	TPO3	Transporter of POlyamines	Yeast7.6
YOR273C	TPO4	Transporter of POlyamines	Yeast7.6
YKL174C	TPO5	Transporter of POlyamines	Yeast7.6
YMR156C	TPP1	Three Prime Phosphatase	NA
YBR126C	TPS1	Trehalose-6-Phosphate Synthase	Yeast7.6
YDR074W	TPS2	Trehalose-6-Phosphate Synthase/phosphatase	Yeast7.6
YMR261C	TPS3	Trehalose Phosphate Synthase	Yeast7.6
YOL102C	TPT1	tRNA 2'-PhosphoTransferase	NA
YHR099W	TRA1	similar to human TRRAP	NA
YPL176C	TRE1	Transferrin REceptor like	NA
YOR256C	TRE2	Transferrrin REceptor like	NA
YNL299W	TRF5	Topoisomerase one-Related Function	NA
YMR233W	TRI1		NA
YJL129C	TRK1	TRansport of potassium (K)	Yeast7.6
YKR050W	TRK2	TRansport of potassium (K)	NA
YJL087C	TRL1	tRNA Ligase	NA
YDR120C	TRM1	tRNA Methyltransferase	NA
YOL093W	TRM10	Transfer RNA Methyltransferase	NA
YOL124C	TRM11	TRna Methyltransferase	NA
YNR046W	TRM112	TRna Methyltransferase	NA
YML005W	TRM12	TRna Methyltransferase	NA
YOL125W	TRM13	TRna Methyltransferase	NA
YKR056W	TRM2	tRNA Methyltransferase	NA
YDL112W	TRM3	Transfer RNA Methyltransferase	NA
YPL030W	TRM44	TRna Methyltransferase	NA
YHR070W	TRM5	tRNA Methyltransferase	NA
YBR061C	TRM7	Transfer RNA Methyltransferase	NA
YMR259C	TRM732	Transfer RNA Methyltransferase	NA
YDL201W	TRM8	Transfer RNA Methyltransferase	NA
YDR165W	TRM82	Transfer RNA Methyltransferase	NA
YML014W	TRM9	TRna Methyltransferase	NA
YDR007W	TRP1	TRyPtophan	Yeast7.6
YER090W	TRP2	TRyPtophan	Yeast7.6
YKL211C	TRP3	TRyPtophan	Yeast7.6
YDR354W	TRP4	TRyPtophan	Yeast7.6
YGL026C	TRP5	TRyPtophan	Yeast7.6
YDR353W	TRR1	ThioRedoxin Reductase	Yeast7.6
YHR106W	TRR2	ThioRedoxin Reductase	Yeast7.6
YDR407C	TRS120	TRapp Subunit	NA
YMR218C	TRS130	TRapp Subunit	NA
YBR254C	TRS20	TRapp Subunit	NA
YDR246W	TRS23	TRapp Subunit	NA
YDR472W	TRS31	TRapp Subunit	NA
YOR115C	TRS33	TRapp Subunit	NA
YGR166W	TRS65	TRapp Subunit	NA
YDR108W	TRS85	TRapp Subunit	NA
YLR043C	TRX1	ThioRedoXin	Yeast7.6
YGR209C	TRX2	ThioRedoXin	Yeast7.6
YCR083W	TRX3	ThioRedoXin	Yeast7.6
YKR079C	TRZ1	tRNase Z	NA
YML028W	TSA1	Thiol-Specific Antioxidant	NA
YDR453C	TSA2	Thiol-Specific Antioxidant	Yeast7.6
YBR265W	TSC10	Temperature-sensitive Suppressors of Csg2 mutants	Yeast7.6
YER093C	TSC11	Temperature-sensitive Suppressors of Csg2 mutants	NA
YDL015C	TSC13	Temperature-sensitive Suppressors of Csg2 mutants	Yeast7.6
YBR058C-A	TSC3	Temperature-sensitive Suppressors of Csg2 mutants	Yeast7.6
YML100W	TSL1	Trehalose Synthase Long chain	Yeast7.6
YDL060W	TSR1	Twenty S rRNA accumulation	NA
YLR435W	TSR2	Twenty S rRNA accumulation	NA
YOR006C	TSR3	Twenty S rRNA accumulation	NA
YOL022C	TSR4	Twenty S rRNA accumulation	NA
YKL033W	TTI1	Two Tel2-Interacting protein	NA
YJR136C	TTI2	Two Tel2-Interacting protein	NA
YML085C	TUB1	TUBulin	NA
YFL037W	TUB2	TUBulin	NA
YML124C	TUB3	TUBulin	NA
YLR212C	TUB4	TUBulin	NA
YOR187W	TUF1		NA
YKL034W	TUL1	Transmembrane Ubiquitin Ligase	NA
YOR251C	TUM1	ThioUridine Modification	NA
YCR084C	TUP1	dTMP-UPtake	NA
YLR425W	TUS1	TOR Unique function Suppressor	NA
YDR100W	TVP15	Tlg2-Vesicle Protein	NA
YMR071C	TVP18	Tlg2-Vesicle Protein	NA
YDR084C	TVP23	Tlg2-Vesicle Protein	NA
YKR088C	TVP38	Tlg2-Vesicle Protein	NA
YGR080W	TWF1	TWinFilin	NA
YOR344C	TYE7	Ty1-mediated Expression	NA
YBR166C	TYR1	TYRosine	Yeast7.6
YGR185C	TYS1	TYrosyl-tRNA Synthetase	Yeast7.6
YPL207W	TYW1	Trna-YW synthesizing protein	NA
YGL050W	TYW3	Trna-YW synthesizing protein	NA
YOR295W	UAF30	Upstream Activation Factor subunit	NA
YKL210W	UBA1	UBiquitin Activating	NA
YDR390C	UBA2	UBiquitin Activating	NA
YPR066W	UBA3	UBiquitin-like protein-Activating enzyme	NA
YHR111W	UBA4	UBiquitin-Activating	NA
YDR177W	UBC1	UBiquitin-Conjugating	NA
YOR339C	UBC11	UBiquitin Carrier	NA
YLR306W	UBC12	UBiquitin-Conjugating	NA
YDR092W	UBC13	UBiquitin-Conjugating	NA
YBR082C	UBC4	UBiquitin-Conjugating	NA
YDR059C	UBC5	UBiquitin-Conjugating	NA
YER100W	UBC6	UBiquitin-Conjugating	NA
YMR022W	UBC7	UBiquitin-Conjugating enzyme	NA
YEL012W	UBC8	UBiquitin-Conjugating	NA
YDL064W	UBC9	UBiquitin-Conjugating	NA
YLL039C	UBI4	Ubiquitin	NA
YDL122W	UBP1	UBiquitin-specific Protease	NA
YNL186W	UBP10	UBiquitin-specific Protease	NA
YKR098C	UBP11	UBiquitin-specific Protease	NA
YJL197W	UBP12	UBiquitin-specific Protease	NA
YBL067C	UBP13	UBiquitin-specific Protease	NA
YBR058C	UBP14	UBiquitin-specific Protease	NA
YMR304W	UBP15	UBiquitin-specific Protease	NA
YPL072W	UBP16	UBiquitin-specific Protease	NA
YOR124C	UBP2	UBiquitin-specific Protease	NA
YER151C	UBP3	UBiquitin-specific Protease	NA
YER144C	UBP5	UBiquitin-specific Protease	NA
YFR010W	UBP6	UBiquitin-specific Protease	NA
YIL156W	UBP7	UBiquitin-specific Protease	NA
YMR223W	UBP8	UBiquitin-specific processing Protease	NA
YER098W	UBP9	UBiquitin-specific Protease	NA
YGR184C	UBR1		NA
YLR024C	UBR2		NA
YBR165W	UBS1	UBiquitin-conjugating enzyme Suppressor	NA
YML013W	UBX2	UBiquitin regulatory X	NA
YDL091C	UBX3	UBiquitin regulatory X	NA
YMR067C	UBX4	UBiquitin regulatory X	NA
YDR330W	UBX5	UBiquitin regulatory X	NA
YJL048C	UBX6	UBiquitin regulatory X	NA
YBR273C	UBX7	UBiquitin regulatory X	NA
YLR224W	UCC1	Ubiquitination of Citrate synthase in the glyoxylate Cycle	NA
YGR048W	UFD1	Ubiquitin Fusion Degradation protein	NA
YDL190C	UFD2	Ubiquitin Fusion Degradation	NA
YKL010C	UFD4	Ubiquitin Fusion Degradation protein	NA
YOR075W	UFE1	Unknown Function Essential	NA
YML088W	UFO1	UV-F-box-HO	NA
YGR019W	UGA1	Utilization of GAba	Yeast7.6
YBR006W	UGA2	Utilization of GAba	Yeast7.6
YDL170W	UGA3	Utilization of GAba	NA
YDL210W	UGA4	Utilization of GAba	Yeast7.6
YDR470C	UGO1	UGO (Japanese for fusion)	NA
YKL035W	UGP1	UDP-glucose pyrophosphorylase	Yeast7.6
YDL169C	UGX2	Unidentified Gene X	NA
YAR027W	UIP3	Ulp1 Interacting Protein	NA
YPL186C	UIP4	Ulp1 Interacting Protein	NA
YKR044W	UIP5	Ulp1 Interacting Protein	NA
YPL003W	ULA1	Ubiquitin-Like protein Activation	NA
YFR026C	ULI1	Upr-L-Inducible gene	NA
YPL020C	ULP1	UbL-specific Protease	NA
YIL031W	ULP2	UbL-specific Protease	NA
YOR191W	ULS1	Ubiquitin Ligase for SUMO conjugates	NA
YPL139C	UME1	Unscheduled Meiotic gene Expression	NA
YDR207C	UME6	Unscheduled Meiotic gene Expression	NA
YBR173C	UMP1	Ubiquitin-Mediated Proteolysis	NA
YML021C	UNG1	Uracil DNA N-Glycosylase	NA
YDR213W	UPC2	UPtake Control	NA
YGR072W	UPF3	UP Frameshift	NA
YLR193C	UPS1	UnProceSsed	NA
YLR168C	UPS2	UnProceSsed	NA
YDR185C	UPS3	UnProceSsed	NA
YKL216W	URA1	URAcil requiring	Yeast7.6
YMR271C	URA10	URAcil requiring	Yeast7.6
YJL130C	URA2	URAcil requiring	Yeast7.6
YEL021W	URA3	URAcil requiring	Yeast7.6
YLR420W	URA4	URAcil requiring	Yeast7.6
YML106W	URA5	URAcil requiring	Yeast7.6
YKL024C	URA6	URAcil requiring	Yeast7.6
YBL039C	URA7	URAcil requiring	Yeast7.6
YJR103W	URA8	URAcil requiring	Yeast7.6
YKL014C	URB1	Unhealthy Ribosome Biogenesis	NA
YJR041C	URB2	Unhealthy Ribosome Biogenesis	NA
YDR520C	URC2	URacil Catabolism	NA
YNL229C	URE2	UREidosuccinate transport	NA
YDR400W	URH1	URidine Hydrolase	Yeast7.6
YNR012W	URK1	URidine Kinase	Yeast7.6
YIL008W	URM1	Ubiquitin Related Modifier	NA
YPR152C	URN1	"U2-U5-U6 snRNP, RES complex, and NTC interacting protein"	NA
YML029W	USA1	U1-Snp1 Associating	NA
YLR132C	USB1	U Six Biogenesis	NA
YGL098W	USE1	Unconventional SNARE in the ER	NA
YDL058W	USO1	yUSOu - transport in Japanese	NA
YPL230W	USV1	Up in StarVation	NA
YKR042W	UTH1	yoUTH	NA
YJL109C	UTP10	U Three Protein	NA
YKL099C	UTP11	U Three Protein	NA
YLR222C	UTP13	U Three Protein	NA
YML093W	UTP14	U Three Protein	NA
YMR093W	UTP15	U Three Protein	NA
YJL069C	UTP18	U Three Protein	NA
YBL004W	UTP20	U Three Protein	NA
YLR409C	UTP21	U Three Protein	NA
YGR090W	UTP22	U Three Protein	NA
YOR004W	UTP23	U Three-associated Protein	NA
YIL091C	UTP25	U Three Protein	NA
YKR060W	UTP30	U Three Protein	NA
YDR324C	UTP4	U Three Protein	NA
YDR398W	UTP5	U Three Protein	NA
YDR449C	UTP6	U Three Protein	NA
YER082C	UTP7	U Three Protein	NA
YGR128C	UTP8	U Three Protein	NA
YHR196W	UTP9	U Three Protein	NA
YJR049C	UTR1	Unidentified TRanscript	Yeast7.6
YEL040W	UTR2	Unidentified TRanscript	NA
YEL038W	UTR4	Unidentified TRanscript	Yeast7.6
YEL035C	UTR5	Unidentified TRanscript	NA
YEL005C	VAB2	VAc8p Binding	NA
YLR386W	VAC14	VACuole morphology and inheritance mutant	Yeast7.6
YCL063W	VAC17	VACuole related	NA
YNL054W	VAC7	VACuolar segregation	NA
YEL013W	VAC8	VACuole related	NA
YOR068C	VAM10	VAcuolar Morphogenesis	NA
YOR106W	VAM3	VAcuolar Morphogenesis	NA
YDL077C	VAM6	VAcuolar Morphogenesis	NA
YGL212W	VAM7	VAcuolar Morphogenesis	NA
YML115C	VAN1	VANadate resistance protein	NA
Q0140	VAR1		NA
YGR094W	VAS1	VAlyl-tRNA Synthetase	Yeast7.6
YMR088C	VBA1	Vacuolar Basic Amino acid transporter	Yeast7.6
YBR293W	VBA2	Vacuolar Basic Amino acid transporter	Yeast7.6
YCL069W	VBA3	Vacuolar Basic Amino acid transporter	Yeast7.6
YDR119W	VBA4	Vacuolar Basic Amino acid transporter	NA
YKR105C	VBA5	Vacuolar Basic Amino acid transporter	NA
YDL128W	VCX1	VaCuolar H+/Ca2+ eXchanger	NA
YGL258W	VEL1	VELum formation	NA
YER128W	VFA1	Vps Four-Associated	NA
YBR235W	VHC1	Vacuolar protein Homologous to CCC family	NA
YIL056W	VHR1	VHt1 Regulator	NA
YER064C	VHR2	VHt1 Regulator	NA
YDR247W	VHS1	Viable in a Hal3 Sit4 background	NA
YIL135C	VHS2	Viable in a Hal3 Sit4 background	NA
YOR054C	VHS3	Viable in a Hal3 Sit4 background	Yeast7.6
YGR065C	VHT1	Vitamin H Transporter	Yeast7.6
YLR373C	VID22	Vacuolar Import and Degradation	NA
YBR105C	VID24	Vacuolar Import and Degradation	NA
YNL212W	VID27	Vacuolar Import and Degradation	NA
YIL017C	VID28	Vacuolar Import and Degradation	NA
YGL227W	VID30	Vacuolar Import and Degradation	NA
YPL253C	VIK1	Vegetative Interaction with Kar3p	NA
YLR410W	VIP1		Yeast7.6
YDL185W	VMA1	Vacuolar Membrane Atpase	Yeast7.6
YHR039C-A	VMA10		Yeast7.6
YPL234C	VMA11	Vacuolar Membrane Atpase	Yeast7.6
YPR036W	VMA13	Vacuolar Membrane Atpase	Yeast7.6
YHR026W	VMA16	Vacuolar Membrane Atpase	Yeast7.6
YBR127C	VMA2	Vacuolar Membrane Atpase	Yeast7.6
YGR105W	VMA21	Vacuolar Membrane Atpase	NA
YHR060W	VMA22	Vacuolar Membrane Atpase	NA
YEL027W	VMA3	Vacuolar Membrane Atpase	Yeast7.6
YOR332W	VMA4	Vacuolar Membrane Atpase	Yeast7.6
YKL080W	VMA5	Vacuolar Membrane Atpase	Yeast7.6
YLR447C	VMA6	Vacuolar Membrane Atpase	Yeast7.6
YGR020C	VMA7	Vacuolar Membrane Atpase	Yeast7.6
YEL051W	VMA8	Vacuolar Membrane Atpase	Yeast7.6
YCL005W-A	VMA9	Vacuolar Membrane Atpase	NA
YHL035C	VMR1	Vacuolar Multidrug Resistance	NA
YDR049W	VMS1	VCP/Cdc48-associated Mitochondrial Stress-responsive	NA
YNL321W	VNX1	Vacuolar Na+/H+ eXchanger	NA
YGR106C	VOA1	V0 Assembly protein	NA
YOR270C	VPH1	Vacuolar pH	Yeast7.6
YKL119C	VPH2	Vacuolar pH	NA
YKR001C	VPS1	Vacuolar Protein Sorting	NA
YLL040C	VPS13	Vacuolar Protein Sorting	NA
YBR097W	VPS15	Vacuolar Protein Sorting	Yeast7.6
YPL045W	VPS16	Vacuolar Protein Sorting	NA
YOR132W	VPS17	Vacuolar Protein Sorting	NA
YMR077C	VPS20	Vacuolar Protein Sorting	NA
YOR089C	VPS21	Vacuolar Protein Sorting	NA
YKL041W	VPS24	Vacuolar Protein Sorting	NA
YJR102C	VPS25	Vacuolar Protein Sorting	NA
YNR006W	VPS27	Vacuolar Protein Sorting	NA
YPL065W	VPS28	Vacuolar Protein Sorting	NA
YHR012W	VPS29	Vacuolar Protein Sorting	NA
YDR495C	VPS3	Vacuolar Protein Sorting	NA
YPL120W	VPS30	Vacuolar Protein Sorting	NA
YLR396C	VPS33	Vacuolar Protein Sorting	NA
YLR240W	VPS34	Vacuolar Protein Sorting	Yeast7.6
YJL154C	VPS35	Vacuolar Protein Sorting	NA
YLR417W	VPS36	Vacuolar Protein Sorting	NA
YLR360W	VPS38	Vacuolar Protein Sorting	NA
YPR173C	VPS4	Vacuolar Protein Sorting	NA
YDR080W	VPS41	Vacuolar Protein Sorting	NA
YGL095C	VPS45	Vacuolar Protein Sorting	NA
YOR069W	VPS5	Vacuolar Protein Sorting	NA
YKR020W	VPS51	Vacuolar Protein Sorting	NA
YDR484W	VPS52	Vacuolar Protein Sorting	NA
YJL029C	VPS53	Vacuolar Protein Sorting	NA
YDR027C	VPS54	Vacuolar Protein Sorting	NA
YJR044C	VPS55	Vacuolar Protein Sorting	NA
YDR486C	VPS60	Vacuolar Protein Sorting	NA
YDR136C	VPS61	Vacuolar Protein Sorting	NA
YGR141W	VPS62	Vacuolar Protein Sorting	NA
YLR261C	VPS63	Vacuolar Protein Sorting	NA
YDR200C	VPS64	Vacuolar Protein Sorting	NA
YLR322W	VPS65	Vacuolar Protein Sorting	NA
YOL129W	VPS68	Vacuolar Protein Sorting	NA
YPR087W	VPS69	Vacuolar Protein Sorting	NA
YJR126C	VPS70	Vacuolar Protein Sorting	NA
YML041C	VPS71	Vacuolar Protein Sorting	NA
YDR485C	VPS72	Vacuolar Protein Sorting	NA
YGL104C	VPS73	Vacuolar Protein Sorting	NA
YDR372C	VPS74	Vacuolar Protein Sorting	NA
YNL246W	VPS75	Vacuolar Protein Sorting	NA
YAL002W	VPS8	Vacuolar Protein Sorting	NA
YML097C	VPS9	Vacuolar Protein Sorting	NA
YGL225W	VRG4	Vandate Resistance Glycosylation	Yeast7.6
YLR337C	VRP1	VeRProlin	NA
YLR181C	VTA1	VpsTwenty Associated	NA
YER072W	VTC1	Vacuolar Transporter Chaperone	NA
YFL004W	VTC2	Vacuolar Transporter Chaperone	NA
YPL019C	VTC3	Vacuolar Transporter Chaperone	NA
YJL012C	VTC4	Vacuolar Transporter Chaperone	NA
YDR089W	VTC5	Vacuole Transporter Chaperone	NA
YIL173W	VTH1	Vps Ten Homolog	NA
YJL222W	VTH2	Vps Ten Homolog	NA
YMR197C	VTI1	Vps10 (Ten) Interacting	NA
YOR359W	VTS1	VTi1-2 Suppressor	NA
YML076C	WAR1	Weak Acid Resistance	NA
YEL002C	WBP1	Wheat germ agglutinin-Binding Protein	NA
YOR043W	WHI2	WHIskey	NA
YNL197C	WHI3	WHIskey	NA
YDL224C	WHI4	WHIskey	NA
YOR083W	WHI5	WHIskey	NA
YDR374W-A	WIP1	W-lIke Protein	NA
YOL097C	WRS1	W (tryptophan) RS (tRNA synthetase)	Yeast7.6
YNL283C	WSC2	cell Wall integrity and Stress response Component	NA
YOL105C	WSC3	cell Wall integrity and Stress response Component	NA
YHL028W	WSC4	cell Wall integrity and Stress response Component	NA
YHR134W	WSS1	Weak Suppressor of Smt3	NA
YOR230W	WTM1	WD repeat containing Transcriptional Modulator	NA
YOR229W	WTM2	WD repeat containing Transcriptional Modulator	NA
YFL010C	WWM1	WW domain containing protein interacting with Metacaspase	NA
YIL101C	XBP1	XhoI site-Binding Protein	NA
YLR090W	XDJ1		NA
YGR194C	XKS1	XyluloKinaSe	Yeast7.6
YJR133W	XPT1	Xanthine Phosphoribosyl Transferase	Yeast7.6
YGL173C	XRN1	eXoRiboNuclease	NA
YDR369C	XRS2	X-Ray Sensitive	NA
YLR070C	XYL2		Yeast7.6
YJR067C	YAE1		NA
YNL107W	YAF9	Yeast homolog of the human leukemogenic protein AF9	NA
YPL252C	YAH1	Yeast Adrenodoxin Homolog	Yeast7.6
YJL141C	YAK1	Yet Another Kinase	NA
YML007W	YAP1	Yeast AP-1	NA
YHR161C	YAP1801	Yeast Assembly Polypeptide	NA
YGR241C	YAP1802	Yeast Assembly Polypeptide	NA
YHL009C	YAP3	Yeast AP-1	NA
YIR018W	YAP5	Yeast AP-1	NA
YDR259C	YAP6	Yeast homolog of AP-1	NA
YOL028C	YAP7	Yeast AP-1	NA
YPL239W	YAR1	Yeast Ankyrin Repeat	NA
YAR035W	YAT1		Yeast7.6
YER024W	YAT2		Yeast7.6
YBR216C	YBP1	Yap1-Binding Protein	NA
YGL060W	YBP2	Yap1-Binding Protein	NA
YLL048C	YBT1	Yeast Bile Transporter	Yeast7.6
YDR135C	YCF1	Yeast Cadmium Factor	Yeast7.6
YDR325W	YCG1	Yeast Cap G	NA
YGR203W	YCH1	Yeast Cdc25 Homolog	NA
YHR135C	YCK1	Yeast Casein Kinase I homolog	NA
YNL154C	YCK2	Yeast Casein Kinase	NA
YER123W	YCK3	Yeast Casein Kinase	NA
YCR004C	YCP4		NA
YLR272C	YCS4	Yeast Condensin Subunit	NA
YLL055W	YCT1	Yeast Cysteine Transporter	NA
YPL087W	YDC1	Yeast DihydroCeramidase	Yeast7.6
YNL064C	YDJ1	Yeast dnaJ	NA
YEL004W	YEA4		NA
YEL006W	YEA6		Yeast7.6
YEL041W	YEF1		Yeast7.6
YLR249W	YEF3	Yeast Elongation Factor	NA
YLL012W	YEH1	Yeast steryl Ester Hydrolase	Yeast7.6
YLR020C	YEH2	Yeast steryl Ester Hydrolase	Yeast7.6
YBL060W	YEL1	Yeast EFA6-Like	NA
YER041W	YEN1		NA
YKL065C	YET1	Yeast Endoplasmic reticulum Transmembrane protein	NA
YMR040W	YET2	Yeast Endoplasmic reticulum Transmembrane protein	NA
YDL072C	YET3	Yeast Endoplasmic reticulum Transmembrane protein	NA
YDL120W	YFH1	Yeast Frataxin Homolog	NA
YFR007W	YFH7		NA
YDR319C	YFT2		NA
YOL128C	YGK3	Yeast homolog of Glycogen synthase Kinase	NA
YNL160W	YGP1	Yeast GlycoProtein	NA
YGR234W	YHB1	Yeast flavoHemogloBin	NA
YLR298C	YHC1	Yeast Homolog of human U1C	NA
YJL059W	YHC3	Yeast Homolog of human Cln3	NA
YHR029C	YHI9		NA
YHR048W	YHK8		NA
YMR241W	YHM2	Yeast suppressor of HM mutant	Yeast7.6
YDR451C	YHP1	Yeast Homeo-Protein	NA
YIL006W	YIA6		Yeast7.6
YNL263C	YIF1	YIP1-Interacting Factor	NA
YPL201C	YIG1	Yeast protein Interacting with Glycerol 3-phosphatase	NA
YCR059C	YIH1	Yeast Impact Homolog	NA
YMR152W	YIM1		NA
YMR151W	YIM2		NA
YGR172C	YIP1	Ypt-Interacting Protein	NA
YNL044W	YIP3	Ypt-Interacting Protein	NA
YGL198W	YIP4	Ypt-Interacting Protein	NA
YGL161C	YIP5	Ypt-Interacting Protein	NA
YKL095W	YJU2		NA
YKL094W	YJU3		Yeast7.6
YLR200W	YKE2	Yeast ortholog of mouse KE2	NA
YIL023C	YKE4	Yeast ortholog of mouse KE4	NA
YKL196C	YKT6		NA
YMR284W	YKU70	Yeast KU protein	NA
YMR106C	YKU80	Yeast KU protein	NA
YHL014C	YLF2		NA
YPR125W	YLH47	Yeast LETM1 Homolog of 47 kD	NA
YPR058W	YMC1	Yeast Mitochondrial Carrier	NA
YBR104W	YMC2	Yeast Mitochondrial Carrier	NA
YML038C	YMD8		NA
YPR024W	YME1	Yeast Mitochondrial Escape	NA
YMR302C	YME2	Yeast Mitochondrial Escape	NA
YML025C	YML6		NA
YJR110W	YMR1	Yeast Myotubularin Related	Yeast7.6
YFR049W	YMR31	Yeast Mitochondrial Ribosomal protein	NA
YER005W	YND1	Yeast Nucleoside Diphosphatase	Yeast7.6
YOR064C	YNG1	Yeast iNG1 homolog	NA
YHR090C	YNG2	Yeast iNG1 homolog	NA
YKL067W	YNK1	Yeast Nucleoside diphosphate Kinase	Yeast7.6
YPR028W	YOP1	YIP One Partner	NA
YGR281W	YOR1	Yeast Oligomycin Resistance	NA
YER074W-A	YOS1	Yip One Suppressor	NA
YDR057W	YOS9	Yeast OS-9 homolog	NA
YML027W	YOX1	Yeast homeobOX	NA
YBR183W	YPC1	Yeast Phyto-Ceramidase	Yeast7.6
YDL235C	YPD1	tYrosine Phosphatase Dependent	NA
YKL100C	YPF1	Yeast Presenilin-like Family 1	NA
YFR003C	YPI1	Yeast Phosphatase Inhibitor	NA
YKL126W	YPK1	Yeast Protein Kinase	NA
YMR104C	YPK2	Yeast Protein Kinase	NA
YBR028C	YPK3		NA
YOR291W	YPK9	Yeast PARK9	NA
YGR198W	YPP1	alpha-sYnuclein Protective Protein	NA
YOL092W	YPQ1	Yeast PQ-loop protein	NA
YDR352W	YPQ2	Yeast PQ-loop protein	NA
YDR368W	YPR1	Yeast Putative Reductase	Yeast7.6
YLR120C	YPS1	YaPSin	NA
YLR121C	YPS3	YaPSin	NA
YGL259W	YPS5	YaPSin	NA
YIR039C	YPS6	YaPSin	NA
YDR349C	YPS7	YaPSin	NA
YFL038C	YPT1	Yeast Protein Two	NA
YBR264C	YPT10	Yeast Protein Two	NA
YNL304W	YPT11	Yeast Protein Two	NA
YER031C	YPT31	Yeast Protein Two	NA
YGL210W	YPT32	Yeast Protein Two	NA
YHR105W	YPT35		NA
YKR014C	YPT52	Yeast Protein Two	NA
YNL093W	YPT53	Yeast Protein Two	NA
YLR262C	YPT6	Yeast Protein Two	NA
YML001W	YPT7	Yeast Protein Two	NA
YDR381W	YRA1	Yeast RNA Annealing protein	NA
YKL214C	YRA2	Yeast RNA Annealing protein	NA
YDR002W	YRB1	Yeast Ran Binder	NA
YIL063C	YRB2	Yeast Ran Binder	NA
YGL164C	YRB30	Yeast Ran Binder	NA
YDR545W	YRF1-1		NA
YER190W	YRF1-2		NA
YGR296W	YRF1-3		NA
YLR466W	YRF1-4		NA
YLR467W	YRF1-5		NA
YNL339C	YRF1-6		NA
YPL283C	YRF1-7		NA
YOR396W	YRF1-8		NA
YOR172W	YRM1	Yeast Reveromycin resistance Modulator	NA
YBR054W	YRO2		NA
YOR162C	YRR1	Yeast Reveromycin-A Resistant	NA
YBR111C	YSA1		NA
YHR017W	YSC83		NA
YHR016C	YSC84		NA
YNL138W-A	YSF3	Yeast Splicing Factor 3b subunit	NA
YLR277C	YSH1	Yeast Seventy-three Homolog	NA
YDR326C	YSP2	Yeast Suicide Protein	NA
YOR003W	YSP3	Yeast Subtilisin-like Protease III	NA
